Supplementary Data 5. Plasmid metadata,,,,,,,,,,,,,,,,,,,,,
AccessionVersion,SourceDB,MoleculeType,SeqName,Size,Topology,UpdateDate,Title,TaxId,TaxName,TaxSuperkingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpecies,MOB(1),PFinder_80 (2),PFinder_95 (3),Filtered (4),
NZ_CP012278.1,refseq,Plasmid,pL21533-3,61853,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1533 plasmid pL21533-3, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,MOBQ,-,-,No,
NZ_CP012279.1,refseq,Plasmid,pL21533-4,38024,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1533 plasmid pL21533-4, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,MOBQ,-,-,No,
NZ_CP012280.1,refseq,Plasmid,pL21533-5,25485,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1533 plasmid pL21533-5, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP012281.1,refseq,Plasmid,pL21533-6,14075,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1533 plasmid pL21533-6, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP012282.1,refseq,Plasmid,pL21533-7,39658,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1533 plasmid pL21533-7, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP015013.1,refseq,Plasmid,unnamed_2,31973,circular,05-APR-2017,"Rickettsia amblyommatis isolate An13 plasmid unnamed_2, complete sequence",33989,Rickettsia amblyommatis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia amblyommatis,-,-,-,No,
NZ_CP015014.1,refseq,Plasmid,unnamed_3,18345,circular,05-APR-2017,"Rickettsia amblyommatis isolate An13 plasmid unnamed_3, complete sequence",33989,Rickettsia amblyommatis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia amblyommatis,-,-,-,No,
NZ_CP015015.1,refseq,Plasmid,unnamed_1,22853,circular,05-APR-2017,"Rickettsia amblyommatis isolate An13 plasmid unnamed_1, complete sequence",33989,Rickettsia amblyommatis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia amblyommatis,-,-,-,No,
NZ_CP018017.1,refseq,Plasmid,pKrDSM16656L,290108,circular,05-APR-2017,"Kosakonia radicincitans DSM 16656 plasmid pKrDSM16656L, complete sequence",1177180,Kosakonia radicincitans DSM 16656,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia radicincitans,MOBH,RepA,RepA,No,
NZ_CP018018.1,refseq,Plasmid,pKrDSM16656S,14706,circular,05-APR-2017,"Kosakonia radicincitans DSM 16656 plasmid pKrDSM16656S, complete sequence",1177180,Kosakonia radicincitans DSM 16656,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia radicincitans,-,-,-,No,
NZ_CP016699.1,refseq,Plasmid,p275A,92710,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain 275 plasmid p275A, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,-,-,No,
NZ_CP016700.1,refseq,Plasmid,p275B,56332,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain 275 plasmid p275B, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,repUS4,repUS4,No,
NZ_CP016701.1,refseq,Plasmid,p275C,54922,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain 275 plasmid p275C, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,-,-,No,
NZ_CP016702.1,refseq,Plasmid,p275D,54046,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain 275 plasmid p275D, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,-,-,No,
NZ_CP016694.1,refseq,Plasmid,p229A,56368,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain 229 plasmid p229A, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP016695.1,refseq,Plasmid,p229B,33280,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain 229 plasmid p229B, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,-,-,No,
NZ_CP016696.1,refseq,Plasmid,p229C,30272,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain 229 plasmid p229C, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP016697.1,refseq,Plasmid,p229D,6153,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain 229 plasmid p229D, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP016698.1,refseq,Plasmid,p229E,39612,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain 229 plasmid p229E, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,-,-,No,
NZ_CP016707.1,refseq,Plasmid,pUC109A,64175,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain UC109 plasmid pUC109A, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,-,-,No,
NZ_CP016708.1,refseq,Plasmid,pUC109B,48261,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain UC109 plasmid pUC109B, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBQ,-,-,No,
NZ_CP016709.1,refseq,Plasmid,pUC109C,11868,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain UC109 plasmid pUC109C, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP016710.1,refseq,Plasmid,pUC109D,11333,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain UC109 plasmid pUC109D, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP016711.1,refseq,Plasmid,pUC109E,4237,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain UC109 plasmid pUC109E, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP016712.1,refseq,Plasmid,pUC109F,2413,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain UC109 plasmid pUC109F, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP015011.1,refseq,Plasmid,unnamed,35912,circular,05-APR-2017,"Rickettsia bellii isolate An04 plasmid unnamed, complete sequence",33990,Rickettsia bellii,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii,-,-,-,No,
NZ_CP016715.1,refseq,Plasmid,pUC063A,75962,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain UC063 plasmid pUC063A, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,-,-,No,
NZ_CP016716.1,refseq,Plasmid,pUC063B,44205,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain UC063 plasmid pUC063B, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP;MOBP,-,-,No,
NZ_CP016717.1,refseq,Plasmid,pUC063C,11663,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain UC063 plasmid pUC063C, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP016718.1,refseq,Plasmid,pUC063D,8697,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain UC063 plasmid pUC063D, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP016719.1,refseq,Plasmid,pUC063E,8551,circular,05-APR-2017,"Lactococcus lactis subsp. lactis strain UC063 plasmid pUC063E, complete sequence",1360,Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,-,-,No,
NZ_CP012270.1,refseq,Plasmid,pL21532-1,11689,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1532 plasmid pL21532-1, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP012271.1,refseq,Plasmid,pL21532-2,17502,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1532 plasmid pL21532-2, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP012272.1,refseq,Plasmid,pL21532-3,30044,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1532 plasmid pL21532-3, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,MOBQ,-,-,No,
NZ_CP012273.1,refseq,Plasmid,pL21532-4,34005,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1532 plasmid pL21532-4, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,MOBQ,-,-,No,
NZ_CP012274.1,refseq,Plasmid,pL21532-5,34283,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1532 plasmid pL21532-5, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP014848.1,refseq,Plasmid,pHD120017,17228,circular,05-APR-2017,"Bacillus thuringiensis strain HD12 plasmid pHD120017, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP014849.1,refseq,Plasmid,pHD120038,38333,circular,05-APR-2017,"Bacillus thuringiensis strain HD12 plasmid pHD120038, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBC,-,-,No,
NZ_CP014850.1,refseq,Plasmid,pHD120039,39023,circular,05-APR-2017,"Bacillus thuringiensis strain HD12 plasmid pHD120039, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP014851.1,refseq,Plasmid,pHD120112,112429,circular,05-APR-2017,"Bacillus thuringiensis strain HD12 plasmid pHD120112, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBP,-,-,No,
NZ_CP014852.1,refseq,Plasmid,pHD120161,161353,circular,05-APR-2017,"Bacillus thuringiensis strain HD12 plasmid pHD120161, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,rep3;rep3,-,No,
NZ_CP014853.1,refseq,Plasmid,pHD120345,345196,circular,05-APR-2017,"Bacillus thuringiensis strain HD12 plasmid pHD120345, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP012284.1,refseq,Plasmid,pL21534-1,11687,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1534 plasmid pL21534-1, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP012285.1,refseq,Plasmid,pL21534-2,30044,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1534 plasmid pL21534-2, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,MOBQ,-,-,No,
NZ_CP012286.1,refseq,Plasmid,pL21534-3,34005,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1534 plasmid pL21534-3, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,MOBQ,-,-,No,
NZ_CP012287.1,refseq,Plasmid,pL21534-4,33075,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1534 plasmid pL21534-4, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP012289.1,refseq,Plasmid,pL21535-1,21309,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1535 plasmid pL21535-1, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP012290.1,refseq,Plasmid,pL21535-2,55446,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1535 plasmid pL21535-2, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,MOBQ,-,-,No,
NZ_CP012291.1,refseq,Plasmid,pL21535-3,143870,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1535 plasmid pL21535-3, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,MOBQ;MOBQ;MOBQ,-,-,No,
NZ_CP012292.1,refseq,Plasmid,pL21535-4,39697,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1535 plasmid pL21535-4, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP012293.1,refseq,Plasmid,unnamed,1830,linear,05-APR-2017,"Pediococcus damnosus strain TMW 2.1535 plasmid, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP016685.1,refseq,Plasmid,p158A,75119,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain 158 plasmid p158A, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP016686.1,refseq,Plasmid,p158B,57981,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain 158 plasmid p158B, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,-,-,No,
NZ_CP016687.1,refseq,Plasmid,p158C,51651,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain 158 plasmid p158C, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBQ,-,-,No,
NZ_CP016688.1,refseq,Plasmid,p158D,33287,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain 158 plasmid p158D, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,MOBP,-,-,No,
NZ_CP016689.1,refseq,Plasmid,p158E,11679,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain 158 plasmid p158E, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP016690.1,refseq,Plasmid,p158F,6164,circular,05-APR-2017,"Lactococcus lactis subsp. cremoris strain 158 plasmid p158F, complete sequence",1359,Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NZ_CP015236.1,refseq,Plasmid,pFiD188,197397,linear,05-APR-2017,"Rhodococcus fascians D188 plasmid pFiD188, complete sequence",1051973,Rhodococcus fascians D188,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus fascians,-,-,-,No,
NZ_CP015237.1,refseq,Plasmid,unnamed2,164725,circular,05-APR-2017,"Rhodococcus fascians D188 plasmid unnamed2, complete sequence",1051973,Rhodococcus fascians D188,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus fascians,MOBF,-,-,No,
NZ_CP015151.1,refseq,Plasmid,pBTBC1,14888,circular,05-APR-2017,"Bacillus thuringiensis strain Bc601 plasmid pBTBC1, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP015152.1,refseq,Plasmid,pBTBC2,171171,circular,05-APR-2017,"Bacillus thuringiensis strain Bc601 plasmid pBTBC2, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP015153.1,refseq,Plasmid,pBTBC3,42357,circular,05-APR-2017,"Bacillus thuringiensis strain Bc601 plasmid pBTBC3, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBV,-,-,No,
NZ_CP015154.1,refseq,Plasmid,pBTBC4,82417,circular,05-APR-2017,"Bacillus thuringiensis strain Bc601 plasmid pBTBC4, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBP,rep3,-,No,
NZ_CP015155.1,refseq,Plasmid,pBTBC5,83987,circular,05-APR-2017,"Bacillus thuringiensis strain Bc601 plasmid pBTBC5, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBQ,-,-,No,
NZ_CP015156.1,refseq,Plasmid,pBTBC6,89350,circular,05-APR-2017,"Bacillus thuringiensis strain Bc601 plasmid pBTBC6, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBP,rep12,rep12,No,
NZ_CP015517.1,refseq,Plasmid,unnamed,73574,circular,05-APR-2017,"Enterococcus hirae strain R17 plasmid, complete sequence",1354,Enterococcus hirae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,MOBP,-,-,No,
NZ_CP014171.1,refseq,Plasmid,pCTK01,62831,circular,05-APR-2017,"Clostridium tyrobutyricum strain KCTC 5387 plasmid pCTK01, complete sequence",1519,Clostridium tyrobutyricum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tyrobutyricum,MOBQ,-,-,No,
NZ_CP015380.1,refseq,Plasmid,unnamed,87576,circular,05-APR-2017,"Hafnia alvei strain HUMV-5920 plasmid, complete sequence",569,Hafnia alvei,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,Hafnia alvei,-,-,-,No,
NZ_CP014775.1,refseq,Plasmid,pASP-a58,198307,circular,05-APR-2017,"Aeromonas veronii strain AVNIH1 plasmid pASP-a58, complete sequence",654,Aeromonas veronii,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,MOBH,IncA/C2,IncA/C2,No,
NZ_KU499859.1,refseq,Plasmid,pAsa7,5276,circular,05-APR-2017,"Aeromonas salmonicida subsp. salmonicida strain JF3791 plasmid pAsa7, complete sequence",29491,Aeromonas salmonicida subsp. salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,-,-,-,No,
NZ_CP015422.1,refseq,Plasmid,unnamed,113522,circular,05-APR-2017,"Rhodovulum sulfidophilum strain SNK001 plasmid, complete sequence",35806,Rhodovulum sulfidophilum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sulfidophilum,-,-,-,No,
NZ_CP015177.1,refseq,Plasmid,pBMB267,267609,circular,05-APR-2017,"Bacillus thuringiensis serovar alesti strain BGSC 4C1 plasmid pBMB267, complete sequence",1440,Bacillus thuringiensis serovar alesti,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP015178.1,refseq,Plasmid,pBMB4227,4227,circular,05-APR-2017,"Bacillus thuringiensis serovar alesti strain BGSC 4C1 plasmid pBMB4227, complete sequence",1440,Bacillus thuringiensis serovar alesti,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBP,-,-,No,
NZ_CP015179.1,refseq,Plasmid,pBMB57,57268,circular,05-APR-2017,"Bacillus thuringiensis serovar alesti strain BGSC 4C1 plasmid pBMB57, complete sequence",1440,Bacillus thuringiensis serovar alesti,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBP,rep12,rep12,No,
NZ_CP015180.1,refseq,Plasmid,pBMB71,71696,circular,05-APR-2017,"Bacillus thuringiensis serovar alesti strain BGSC 4C1 plasmid pBMB71, complete sequence",1440,Bacillus thuringiensis serovar alesti,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBP,rep3,rep3,No,
NZ_CP015181.1,refseq,Plasmid,pBMB9829,8208,circular,05-APR-2017,"Bacillus thuringiensis serovar alesti strain BGSC 4C1 plasmid pBMB9829, complete sequence",1440,Bacillus thuringiensis serovar alesti,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBV,-,-,No,
NZ_CP015182.1,refseq,Plasmid,pBMB8291,8291,circular,05-APR-2017,"Bacillus thuringiensis serovar alesti strain BGSC 4C1 plasmid pBMB8291, complete sequence",1440,Bacillus thuringiensis serovar alesti,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
